time,open,high,low,close,volume
2026-05-27 09:05:00,4508.57,4511.22,4501.84,4503.38,1328
2026-05-27 09:10:00,4505.98,4508.91,4501.76,4504.5,418
2026-05-27 09:15:00,4504.51,4506.98,4502.91,4506.74,1078
2026-05-27 09:20:00,4506.55,4509.72,4503.1,4504.51,1085
2026-05-27 09:25:00,4504.76,4507.26,4501.87,4504.21,783
2026-05-27 09:30:00,4504.22,4506.15,4499.64,4499.96,964
2026-05-27 09:35:00,4499.76,4502.36,4497.96,4501.82,862
2026-05-27 09:40:00,4501.86,4503.63,4500.66,4500.89,693
2026-05-27 09:45:00,4500.86,4502.81,4499.43,4502.14,440
2026-05-27 09:50:00,4502.12,4507.19,4501.54,4506.78,623
2026-05-27 09:55:00,4506.79,4512.58,4506.38,4510.63,918
2026-05-27 10:00:00,4510.66,4513.45,4508.98,4510.82,886
2026-05-27 10:05:00,4510.7,4512.7,4509.44,4509.51,533
2026-05-27 10:10:00,4509.55,4509.77,4507.33,4508.75,595
2026-05-27 10:15:00,4508.7,4510.08,4507.61,4509.21,551
2026-05-27 10:20:00,4509.22,4509.49,4503.97,4505.53,874
2026-05-27 10:25:00,4505.35,4512.28,4505.3,4512.25,816
2026-05-27 10:30:00,4512.24,4516.79,4510.85,4515.05,959
2026-05-27 10:35:00,4515.03,4515.81,4512.56,4515.66,780
2026-05-27 10:40:00,4515.64,4527.09,4515.14,4526.7,1338
2026-05-27 10:45:00,4526.69,4527.4,4519.88,4520.86,1031
2026-05-27 10:50:00,4520.88,4522.51,4520.1,4520.93,668
2026-05-27 10:55:00,4521.25,4521.25,4518.06,4519.62,732
2026-05-27 11:00:00,4519.24,4525.69,4517.13,4520.36,1492
2026-05-27 11:05:00,4520.55,4524.08,4519.42,4522.01,1205
2026-05-27 11:10:00,4522.07,4522.47,4519.84,4522.05,955
2026-05-27 11:15:00,4522.02,4522.59,4519.78,4521.07,1073
2026-05-27 11:20:00,4521.14,4521.43,4516.03,4516.44,1201
2026-05-27 11:25:00,4516.43,4518.83,4513.71,4518.13,1268
2026-05-27 11:30:00,4518.12,4520.56,4517.29,4519.63,920
2026-05-27 11:35:00,4519.69,4520.74,4517.61,4517.62,872
2026-05-27 11:40:00,4517.58,4519.2,4516.5,4518.24,754
2026-05-27 11:45:00,4518.28,4522.05,4518.12,4519.09,954
2026-05-27 11:50:00,4519.06,4519.11,4516.18,4516.97,955
2026-05-27 11:55:00,4516.95,4519.1,4514.63,4515.14,1045
2026-05-27 12:00:00,4515.12,4517.84,4513.82,4515.38,2672
2026-05-27 12:05:00,4515.37,4517.59,4512.84,4516.38,1942
2026-05-27 12:10:00,4516.43,4521.05,4515.78,4519.27,1751
2026-05-27 12:15:00,4519.28,4520.39,4515.76,4516.27,1408
2026-05-27 12:20:00,4516.26,4520.86,4516.12,4519.2,1221
2026-05-27 12:25:00,4519.17,4519.44,4514.38,4515.94,890
2026-05-27 12:30:00,4516.19,4517.15,4513.54,4514.91,1453
2026-05-27 12:35:00,4514.9,4516.47,4511.67,4511.99,1089
2026-05-27 12:40:00,4512.03,4513.59,4509.33,4510.14,1084
2026-05-27 12:45:00,4509.82,4510.69,4506.64,4509.92,1113
2026-05-27 12:50:00,4509.88,4510.18,4507.27,4507.76,1025
2026-05-27 12:55:00,4507.71,4509.8,4506.97,4507.88,1014
2026-05-27 13:00:00,4507.91,4509.45,4504.09,4505.43,1439
2026-05-27 13:05:00,4505.38,4505.77,4501.83,4503.49,1349
2026-05-27 13:10:00,4503.52,4504.48,4502.14,4504.03,1233
2026-05-27 13:15:00,4503.98,4505.17,4498.93,4499.4,1066
2026-05-27 13:20:00,4499.43,4504.76,4499.02,4504.1,924
2026-05-27 13:25:00,4504.08,4505.86,4503.86,4505.54,770
2026-05-27 13:30:00,4505.53,4505.86,4504,4505.2,1002
2026-05-27 13:35:00,4505.23,4505.82,4500.25,4500.34,1014
2026-05-27 13:40:00,4500.32,4502.2,4498.48,4499.86,950
2026-05-27 13:45:00,4499.8,4501.71,4497.77,4501.66,764
2026-05-27 13:50:00,4501.68,4505.1,4501.68,4503.98,805
2026-05-27 13:55:00,4503.94,4507.12,4503.72,4505.78,824
2026-05-27 14:00:00,4505.77,4509.49,4504.92,4507.69,1104
2026-05-27 14:05:00,4507.64,4509.46,4505.48,4509.42,878
2026-05-27 14:10:00,4509.48,4510.41,4507.98,4509.37,947
2026-05-27 14:15:00,4509.38,4511.74,4508.53,4510.87,917
2026-05-27 14:20:00,4510.88,4511.44,4508.31,4508.93,868
2026-05-27 14:25:00,4508.86,4508.86,4505.58,4506.97,783
2026-05-27 14:30:00,4506.93,4507.17,4504.8,4504.89,501
2026-05-27 14:35:00,4504.87,4504.87,4501.64,4502.86,667
2026-05-27 14:40:00,4502.99,4505.24,4502.73,4504.43,552
2026-05-27 14:45:00,4504.47,4505.57,4503.65,4504.36,595
2026-05-27 14:50:00,4504.37,4504.78,4501.78,4501.88,597
2026-05-27 14:55:00,4501.86,4501.86,4496.38,4496.62,730
2026-05-27 15:00:00,4496.6,4500.49,4495.49,4499.84,911
2026-05-27 15:05:00,4499.87,4502.57,4499.16,4501.62,585
2026-05-27 15:10:00,4501.59,4503.21,4501.21,4503.2,522
2026-05-27 15:15:00,4503.17,4503.29,4500.61,4501.06,575
2026-05-27 15:20:00,4501.05,4503.46,4500.85,4502.31,602
2026-05-27 15:25:00,4502.29,4502.29,4499.39,4499.45,740
2026-05-27 15:30:00,4499.47,4501.69,4498,4501.23,1015
2026-05-27 15:35:00,4501.24,4503.06,4499.93,4503.02,608
2026-05-27 15:40:00,4503.01,4508.38,4502.57,4508.31,881
2026-05-27 15:45:00,4508.44,4517.14,4508.29,4516.47,1224
2026-05-27 15:50:00,4516.39,4517.3,4511.53,4512.01,1382
